,0
313,It is said to be the world’s weakest Pokémon. No one knows why it has managed to survive.
314,"Famous for being very unreliable. It can be found swimming in seas, lakes, rivers and shallow puddles."
315,"A Magikarp living for many years can leap a mountain using Splash. The move remains useless, though."
316,"Thanks to their strong hold on life, dirty water doesn’t bother them at all. They live in waters all over the world!"
317,This weak and pathetic POKéMON gets easily pushed along rivers when there are strong currents.
318,It is unable to swim against even slow-moving currents. It always splashes about for some reason.
319,"In the distant past, it was somewhat stronger than the horribly weak descendants that exist today."
320,"An underpowered, pathetic Pokémon. It may jump high on rare occasions, but usually not more than seven feet."
321,"Its reckless leaps make it easy pickings for predators. On the bright side, many Pokémon enjoy longer life spans, thanks to Magikarp."
322,MAGIKARP is a pathetic excuse for a POKéMON that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.
323,"Although weak and helpless, this Pokémon is incredibly fertile. They exist in such multitudes, you’ll soon grow tired of seeing them."
324,"A MAGIKARP living for many years can leap a mountain using Splash. The move remains useless, though."
325,"In the distant past, they were fairly strong, but they have become gradually weaker over time."
326,"An underpowered, pathetic POKéMON. It may jump high on rare occasions, but never more than seven feet."
327,It is virtually worthless in terms of both power and speed. It is the most weak and pathetic POKéMON in the world.
328,"MAGIKARP is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy POKéMON that can survive in any body of water no matter how polluted it is."
329,Magikarp is a pathetic excuse for a Pokémon that is only capable of flopping and splashing. This behavior prompted scientists to undertake research into it.
330,It boasts not only psychic powers but also fantastic strength. It grabs its prey with its four legs and holds them in place with its claws.
331,"When it knows it can’t win, it digs the claws on its legs into its opponent and starts the countdown to a big explosion."
332,Mega Evolution stimulated its brain. It emerged as a ruthless Pokémon that will clutch at any means of ensuring its victories.
333,It is formed by two METANG fusing. Its four brains are said to be superior to a supercomputer.
334,It firmly pins its prey using its four claws and large body. Then the teeth in the mouth on its stomach chew the prey to bits.
335,"With four linked brains, it’s more intelligent than a supercomputer, and it uses calculations to analyze foes."
336,It folds its four legs when flying. Its four brains are said to be superior to a supercomputer.
337,"METANG combined to form it. With four brains, it has the intelligence of a supercomputer."
338,"Metang combined to form it. With four brains, it has the intelligence of a supercomputer."
339,"Metagross has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This Pokémon can float in the air by tucking in its four legs."
340,"METAGROSS is the result of two METANG achieving fusion. When hunting, this POKéMON pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach."
341,"It analyzes its opponents with more accuracy than a supercomputer, which enables it to calmly back them into a corner."
342,"This form results from one Metagross, one Metang, and two Beldum linking up."
343,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach."
344,"Its intellect surpasses its previous level, resulting in battles so cruel, they’ll make you want to cover your eyes."
345,"A linkage of two Metang, this Pokémon can perform any calculation in a flash by utilizing parallel processing in its four brains."
346,"METAGROSS has four brains that are joined by a complex neural network. As a result of integration, this POKéMON is smarter than a supercomputer."
347,"METAGROSS has four brains in total. Combined, the four brains can breeze through difficult calculations faster than a supercomputer. This POKéMON can float in the air by tucking in its four legs."
348,"MAGBY’s state of health is determined by observing the fire it breathes. If the POKéMON is spouting yellow flames from its mouth, it is in good health. When it is fatigued, black smoke will be mixed in with the flames."
